14.09	37.46	12.93	29.23	37.89	60.67	91.02	86.24	73.78	24.22	82.69	36.89	23.36	71.31	19.37	43.78	33.43	45.95	80.35	15.66	45.65	34.15	27.22	81.88	96.52	44.71	2.25	58.32	69.70	72.88	66.38	14.24	96.33	24.18	56.01	79.42	41.58	8.00	37.38	59.34	17.81	30.74	79.83	92.45	58.26	32.63	50.61	79.64	96.08	11.67	64.79	77.01	94.01	84.25	1.57	57.54	73.39	75.07	36.40	89.73	31.27	83.58	88.10	69.48
9.35	28.36	25.88	75.46	37.74	85.29	10.75	69.20	8.16	86.71	1.81	11.83	52.48	22.66	29.31	34.59	49.87	17.57	70.88	98.19	72.60	6.80	91.26	81.75	42.81	73.79	44.92	25.20	75.13	12.23	90.50	81.95	91.19	5.00	83.34	13.84	2.93	26.53	9.72	15.60	53.25	81.47	90.17	1.50	18.87	37.36	1.75	27.38	99.06	87.03	98.44	91.23	34.13	61.63	91.88	81.28	59.43	98.54	61.91	8.11	28.90	58.51	60.76	2.20
6.10	37.03	33.62	74.98	98.14	68.08	63.82	32.47	33.79	69.95	63.33	11.35	69.04	62.95	86.94	16.29	48.37	37.80	14.41	34.20	99.26	72.35	76.94	90.84	87.88	4.17	93.62	12.11	18.23	31.11	68.88	59.17	45.48	80.96	59.63	16.68	88.53	56.76	38.66	3.48	42.19	1.57	76.80	31.87	10.14	96.89	80.68	58.54	63.32	20.30	97.25	51.59	33.05	56.93	70.56	47.34	14.27	5.82	50.71	18.74	5.26	96.11	9.27	55.38
69.75	64.25	52.79	73.97	20.70	89.79	98.98	80.62	48.29	82.42	46.45	88.92	37.05	93.15	82.27	31.53	54.51	45.82	75.74	22.35	67.50	4.48	46.38	23.89	62.86	66.24	10.04	67.57	31.57	78.89	98.84	33.58	73.28	41.34	37.78	38.13	92.51	31.79	18.91	43.68	93.51	26.59	32.11	97.25	11.30	36.96	41.91	42.59	73.39	77.95	70.64	35.76	91.62	49.27	20.55	94.67	70.82	75.96	6.97	81.91	17.75	95.82	77.36	93.60
98.72	52.56	72.81	84.69	88.82	4.85	27.28	99.36	17.80	59.28	13.96	82.73	32.83	38.06	46.11	41.52	46.57	8.42	82.29	45.95	42.31	43.20	4.11	92.49	1.85	43.30	64.20	11.62	74.03	21.15	43.47	63.81	75.32	98.01	41.14	44.50	55.16	1.70	70.37	45.41	55.22	5.65	59.30	31.78	50.38	69.77	70.28	28.04	10.23	57.04	35.14	66.15	73.36	7.14	91.02	54.87	27.47	78.33	92.56	84.08	71.99	82.44	48.63	98.85
1.02	21.97	62.11	75.75	55.57	60.96	62.58	12.17	72.08	37.12	94.99	43.23	39.67	85.01	0.09	17.53	16.15	39.88	37.70	90.53	33.05	62.82	10.18	6.65	1.25	99.11	40.35	98.99	39.08	92.02	73.19	20.07	3.11	53.85	92.89	6.07	86.73	82.05	97.24	9.92	5.09	76.77	17.69	60.86	47.23	13.12	15.65	85.01	35.70	24.20	69.99	93.08	55.04	66.15	16.57	16.16	20.89	33.15	50.12	25.22	29.10	61.13	31.79	6.99
33.96	59.01	28.33	5.86	49.30	45.71	36.49	14.75	21.76	41.73	54.89	3.69	55.23	49.71	61.78	81.21	27.00	77.23	54.28	52.21	56.88	47.56	50.24	3.44	93.67	6.78	69.67	19.55	56.66	5.31	30.92	94.36	93.78	61.15	72.79	99.16	52.31	77.32	50.84	3.42	32.53	20.92	80.87	53.95	47.13	45.82	99.61	83.88	80.47	13.77	89.40	91.12	53.04	41.22	52.31	12.91	38.75	91.66	17.73	35.36	46.39	72.61	58.38	81.45
10.11	6.64	18.97	86.67	9.23	68.39	41.42	34.45	65.67	46.81	59.34	8.17	45.94	95.17	53.37	27.98	12.29	78.80	28.11	59.76	3.98	30.84	83.59	40.74	41.39	0.08	54.51	28.21	3.07	26.88	21.43	49.98	55.98	56.07	64.21	92.99	30.28	79.92	73.50	49.51	9.29	48.84	46.60	43.53	44.90	78.61	21.27	85.22	36.56	60.40	74.62	69.64	49.52	10.91	8.14	14.17	98.14	10.15	4.85	20.42	34.17	8.66	80.96	25.14
99.31	42.15	98.41	74.78	0.12	70.70	23.68	75.50	48.39	64.71	11.90	51.06	55.76	1.84	66.09	99.23	72.22	9.53	42.03	91.77	97.32	20.40	59.79	66.34	8.66	49.36	77.94	6.81	44.97	25.20	5.29	40.01	54.89	5.13	91.30	51.48	17.99	31.41	56.05	14.96	22.58	29.00	21.59	87.87	1.21	4.96	14.50	78.81	4.10	2.30	11.89	95.44	95.15	74.17	65.94	53.10	84.63	48.93	1.76	20.97	4.61	70.05	99.89	58.52
61.80	29.01	65.02	45.10	64.19	44.31	37.60	71.02	95.60	22.10	82.06	31.56	79.42	93.46	47.26	81.18	12.80	32.15	88.86	42.30	32.41	88.79	81.99	24.45	65.55	82.02	71.40	83.03	55.28	76.96	0.39	46.35	9.18	20.01	53.44	75.70	78.41	50.26	41.99	61.10	38.79	96.60	6.57	76.63	5.11	53.12	96.47	83.86	6.63	78.00	96.93	60.33	95.39	52.97	13.45	32.38	14.75	4.06	90.63	54.47	68.01	2.54	6.06	11.27
69.66	69.87	53.94	11.71	7.86	56.99	2.42	43.22	90.95	78.08	99.77	22.14	20.54	25.80	97.33	39.16	87.63	57.91	22.43	37.24	66.64	58.35	82.61	15.61	62.97	16.29	31.01	79.11	62.58	97.96	74.67	21.61	5.33	64.17	40.54	61.90	51.84	34.13	38.96	23.44	93.20	84.74	94.07	37.86	56.39	22.96	97.04	14.92	0.21	74.83	37.33	18.33	27.70	55.38	27.53	51.55	81.49	98.16	73.83	75.94	32.81	91.08	35.43	78.25
90.27	89.33	33.98	40.09	19.22	81.62	52.63	56.30	98.00	72.50	13.21	34.70	40.06	88.26	16.57	90.07	91.13	49.39	87.33	36.77	84.81	93.08	94.28	68.61	89.23	14.51	96.84	72.52	62.85	46.03	54.47	67.61	8.55	11.99	32.30	8.42	98.83	4.72	73.31	63.82	26.08	50.05	4.20	27.98	41.25	21.59	48.26	8.36	48.90	69.30	0.01	60.74	7.58	67.21	74.41	53.73	44.49	8.21	90.39	61.39	46.02	19.39	12.65	33.04
83.24	46.80	9.23	2.89	81.74	40.20	42.92	79.43	82.19	76.50	90.09	96.10	4.08	94.02	3.47	15.30	6.41	0.88	22.53	74.51	26.66	96.48	86.72	72.60	43.26	75.08	57.92	49.33	7.19	89.61	69.77	55.26	69.70	40.28	92.34	93.50	42.93	63.19	70.61	47.79	7.04	58.62	3.05	8.04	24.67	87.84	32.98	29.99	85.57	70.09	21.25	68.80	99.85	17.36	44.63	92.23	8.65	88.56	43.84	11.58	31.25	84.56	97.64	85.47
97.62	42.21	50.34	36.26	57.07	85.74	23.80	84.54	84.35	71.70	15.09	28.26	78.50	44.94	92.81	37.02	83.27	2.36	31.72	51.28	14.36	19.99	12.68	81.60	51.49	62.61	67.35	78.35	21.81	8.23	3.57	14.44	34.80	24.34	38.88	12.39	63.45	52.91	83.15	13.35	20.78	84.86	64.68	67.64	73.94	23.21	5.56	18.50	30.90	32.23	8.71	88.04	43.58	89.38	97.28	2.20	24.27	74.94	94.90	45.49	38.13	15.80	91.69	50.98
61.54	41.13	24.65	90.00	76.40	90.59	99.87	65.52	68.09	1.67	79.28	65.56	58.02	2.73	57.45	13.70	92.36	52.89	65.75	33.36	55.09	80.53	33.81	42.46	15.52	84.96	74.42	2.65	10.73	58.17	55.26	15.10	15.79	0.37	16.72	9.46	10.87	14.11	9.35	17.60	64.43	55.80	58.50	76.37	17.26	35.88	44.72	71.57	74.79	98.01	31.82	96.03	39.18	85.47	9.01	89.29	85.18	89.31	57.39	18.27	92.41	87.14	67.96	11.19
5.60	71.46	94.42	98.61	38.77	7.87	40.86	13.40	51.10	2.35	29.55	50.86	43.32	50.48	73.72	26.96	2.50	40.30	98.90	78.83	47.70	76.39	82.78	38.92	84.63	64.78	69.51	51.49	53.24	92.21	9.21	28.82	76.51	98.49	32.68	26.70	22.37	40.68	8.29	68.18	48.13	4.56	95.81	82.92	45.65	64.86	86.75	5.45	9.72	60.17	69.94	45.05	8.49	45.60	73.13	93.89	4.23	18.14	77.45	34.83	53.89	26.13	89.69	83.13
89.41	84.43	29.29	1.77	15.35	76.07	73.62	87.85	42.33	71.19	72.37	26.14	20.86	22.65	5.16	36.13	53.77	39.84	60.05	41.51	78.64	89.21	63.96	74.53	23.88	36.25	95.53	55.29	79.98	44.43	73.35	54.32	7.32	60.12	32.19	78.92	73.52	68.32	77.14	91.69	56.83	93.21	95.49	94.11	72.48	35.82	39.62	69.78	86.16	30.09	95.41	21.50	19.53	22.15	1.28	98.07	0.53	62.83	40.19	24.65	93.97	21.57	76.13	51.46
45.48	22.72	95.30	5.03	40.14	4.88	98.51	13.46	18.46	77.18	29.58	38.35	27.10	13.59	71.54	87.31	50.67	48.95	49.97	55.61	70.32	45.58	18.28	30.48	57.38	27.98	46.53	48.72	5.81	52.71	95.75	14.10	74.20	74.54	94.96	58.21	20.60	24.80	92.30	7.40	49.45	25.27	18.20	94.81	95.91	99.59	35.17	92.78	32.42	44.54	45.97	69.56	8.48	51.12	95.27	29.43	76.87	58.21	21.96	40.61	7.25	60.50	78.73	88.33
59.29	3.86	64.49	16.44	95.35	13.86	66.76	50.10	84.72	98.07	21.99	56.32	27.27	73.08	40.87	10.58	79.71	97.00	61.49	5.93	53.72	59.58	55.30	36.06	58.62	4.16	79.00	84.07	24.16	13.18	30.29	97.59	47.25	7.88	96.50	51.84	80.79	16.59	72.83	91.84	64.94	12.75	94.74	2.66	7.41	39.50	11.59	24.52	81.96	75.78	40.17	29.70	67.87	61.78	31.03	93.57	20.67	2.79	87.91	39.92	39.27	83.55	43.67	30.17
26.44	98.80	79.32	93.22	59.28	38.53	19.92	40.06	75.52	84.25	20.63	40.10	54.11	80.41	78.43	23.89	36.68	23.24	19.55	46.56	57.98	79.99	32.71	63.70	25.45	44.78	44.04	36.55	82.42	31.44	57.56	63.45	43.65	31.35	4.54	51.55	12.03	81.86	40.05	57.85	77.39	43.88	27.90	49.62	46.98	1.61	23.42	47.52	45.45	42.67	17.87	12.67	25.83	97.55	47.84	11.69	0.88	79.19	25.79	61.65	69.76	57.86	25.51	15.32
23.62	73.48	7.77	4.62	46.13	66.48	57.10	8.53	99.89	79.11	56.70	29.29	22.13	88.30	41.48	84.97	17.24	49.86	40.95	38.93	83.09	73.38	24.44	27.90	74.05	67.35	49.20	47.80	27.90	61.04	33.87	39.68	53.00	73.91	12.75	5.11	69.04	19.17	64.75	71.78	38.42	41.06	55.49	96.89	9.40	99.15	30.70	39.63	73.11	35.44	2.30	99.84	47.81	14.21	43.20	70.59	85.82	62.80	76.17	32.95	70.99	59.22	70.60	20.74
95.17	99.76	18.98	40.35	58.94	48.28	39.68	50.05	1.75	81.99	79.26	85.95	21.20	6.18	65.10	68.90	14.66	14.97	89.05	23.64	26.82	67.16	58.69	67.06	6.72	86.70	45.33	41.27	49.68	5.15	75.47	89.80	81.58	2.10	3.28	65.06	59.52	42.61	58.85	39.71	85.47	79.73	90.24	39.36	11.74	8.99	14.22	94.11	65.36	67.29	93.29	61.36	44.32	66.63	17.35	83.68	69.58	84.03	12.78	22.38	41.16	15.21	87.39	97.02
19.68	36.71	96.66	3.65	56.16	81.74	72.68	10.46	8.85	81.47	94.87	93.94	49.42	73.55	87.83	9.01	22.91	60.00	51.86	96.35	61.08	98.13	2.75	12.78	49.37	98.19	80.72	23.10	50.08	8.02	32.55	25.65	55.25	66.25	9.64	80.35	16.08	6.73	96.92	68.64	58.91	77.67	58.81	97.02	15.26	61.66	5.64	43.70	51.26	25.38	89.74	76.39	54.44	58.23	40.69	13.45	99.35	68.26	66.10	9.60	24.81	5.21	48.73	36.59
43.46	4.94	66.50	73.99	69.77	92.40	58.92	36.14	29.72	24.91	89.30	58.46	14.19	49.05	90.30	28.87	96.20	93.26	3.57	86.03	66.20	3.74	33.76	98.82	44.65	54.11	63.16	57.40	92.68	76.64	41.85	73.25	97.04	40.25	36.96	16.62	29.76	85.71	15.05	49.94	9.49	32.25	92.77	95.30	2.60	93.57	72.90	0.43	14.01	12.51	56.74	94.72	45.23	94.57	87.59	52.15	87.86	48.39	71.93	22.41	73.61	27.02	53.56	55.43
74.33	97.84	17.40	2.56	46.26	90.40	21.56	53.65	99.92	29.95	39.03	88.86	40.34	50.47	99.26	54.31	78.85	80.53	10.86	53.96	11.19	21.15	99.87	34.96	73.84	10.09	11.54	30.00	40.00	83.65	35.62	6.86	84.67	40.37	36.33	66.44	96.28	28.48	60.90	36.40	93.22	80.43	3.62	62.96	59.42	59.05	30.68	23.04	86.96	64.09	34.32	20.73	39.09	35.74	83.66	86.17	22.78	99.87	91.71	85.54	23.24	25.82	19.38	27.08
93.06	24.25	41.34	41.20	60.70	27.97	8.39	26.18	7.56	55.05	37.25	33.97	26.06	26.58	16.69	13.57	32.74	16.35	7.82	26.37	96.90	89.56	1.17	58.51	41.83	40.21	46.13	29.22	88.97	52.23	63.33	27.55	11.52	86.34	91.02	57.36	43.94	37.56	45.64	29.12	78.07	6.00	19.46	85.05	7.39	88.48	32.35	0.11	39.16	45.29	34.90	8.13	77.36	0.08	44.91	1.59	22.13	84.47	98.74	33.70	62.40	18.62	98.78	3.47
66.67	93.43	38.31	92.70	67.50	83.35	2.97	15.58	87.26	32.01	77.45	62.27	89.75	65.22	98.12	69.95	59.84	77.56	61.26	49.61	0.98	32.80	54.43	27.71	83.27	41.30	92.21	49.52	60.92	58.72	4.50	35.26	58.08	7.89	26.32	41.34	67.32	90.15	44.11	80.67	79.43	85.49	16.45	14.20	61.38	0.33	44.10	72.98	33.01	92.34	86.34	4.95	45.69	27.59	71.53	93.18	6.24	3.99	27.43	7.57	82.64	7.99	75.38	83.03
72.24	97.54	87.59	40.89	15.23	18.58	38.12	50.72	83.98	34.63	61.06	53.13	87.69	23.85	89.87	86.69	86.26	33.97	47.43	22.85	56.83	35.86	80.93	32.80	61.20	64.42	44.92	53.38	1.47	30.96	1.46	65.22	14.33	71.24	46.35	60.77	66.63	99.22	78.08	16.01	42.60	57.25	54.90	35.81	71.04	23.09	46.35	86.26	49.48	6.29	80.25	24.62	26.08	32.24	14.63	92.92	25.86	41.94	42.62	7.70	43.42	57.83	35.86	18.01
2.29	37.39	12.24	85.34	25.87	2.07	27.25	82.60	20.17	87.54	53.20	89.18	52.98	16.04	19.08	42.73	51.17	35.23	60.43	86.68	84.00	55.32	95.14	35.33	21.32	54.22	21.44	90.52	65.71	72.14	76.78	1.38	39.24	16.40	34.77	69.32	1.72	24.89	59.79	73.62	90.63	71.48	67.69	88.49	66.56	41.16	71.07	52.29	93.46	21.68	22.40	69.41	15.88	96.66	92.40	58.75	31.93	54.88	56.52	26.57	64.16	36.01	46.17	46.65
30.69	27.74	94.75	13.77	89.00	60.77	49.59	65.89	44.95	85.78	91.31	93.84	40.50	33.54	39.28	84.31	61.85	64.59	53.71	26.16	8.93	61.25	99.93	97.31	91.84	93.61	45.04	45.87	53.81	22.98	30.87	0.30	26.48	13.09	96.39	10.11	84.76	3.49	35.80	82.22	5.40	65.41	77.99	98.24	18.28	52.27	6.70	97.67	32.04	32.66	56.41	89.40	84.18	85.43	79.09	7.56	54.21	7.59	45.14	48.30	8.84	48.26	39.20	27.88
33.51	20.12	98.97	42.61	63.40	22.86	78.70	58.83	71.24	34.36	66.10	4.33	35.48	60.34	62.35	27.89	13.44	51.12	15.59	43.35	69.88	43.05	1.53	1.49	72.52	14.82	45.24	42.81	89.14	20.29	0.33	19.62	20.50	83.19	30.75	69.83	40.73	53.66	15.97	0.67	76.98	75.58	89.50	37.40	23.44	67.66	9.40	68.69	74.59	69.62	98.44	50.46	27.80	39.95	7.30	80.10	3.67	39.94	27.97	52.70	53.17	59.46	14.33	10.03
11.56	93.01	47.50	82.66	51.67	8.95	45.56	57.92	0.21	74.86	65.26	32.85	68.11	1.83	95.03	95.54	59.71	9.10	79.46	24.81	66.10	3.37	0.05	82.78	45.86	49.49	13.62	39.29	72.69	79.65	75.11	62.09	48.46	13.50	81.04	11.32	14.77	39.77	91.88	14.38	75.22	75.81	72.68	25.88	49.39	27.30	71.71	78.11	89.25	42.77	37.41	64.96	93.14	67.40	10.80	72.60	28.27	11.64	95.35	48.19	95.77	39.09	84.67	40.63
27.32	84.27	4.45	37.46	0.53	30.67	85.16	43.98	78.52	81.39	24.28	81.12	35.29	49.33	46.95	2.05	97.26	37.17	38.95	89.56	7.63	61.93	57.00	61.44	32.01	2.47	28.37	88.12	7.48	36.33	43.72	18.10	41.57	9.81	64.71	35.84	17.96	33.55	36.54	68.00	36.28	53.91	81.15	49.41	93.69	85.83	24.47	84.36	19.38	58.32	83.41	6.73	85.19	25.16	89.39	98.19	51.44	40.78	85.98	21.85	36.16	30.63	35.69	78.35
50.48	44.17	92.56	29.16	83.01	99.06	25.54	88.08	8.61	0.75	18.04	40.36	56.30	44.43	54.86	50.73	82.55	41.79	88.53	36.17	17.10	67.45	15.58	72.78	82.77	58.54	57.05	30.96	98.06	89.97	80.91	88.33	22.05	29.50	14.37	3.68	49.04	8.29	46.91	7.32	57.97	32.51	22.11	30.96	13.13	19.89	27.10	78.78	53.61	29.65	43.26	29.11	23.33	22.04	61.07	22.81	1.76	56.59	65.28	40.29	59.12	15.98	45.17	38.86
11.87	87.41	64.73	30.83	58.11	76.46	78.22	97.69	63.79	87.92	90.46	51.06	10.84	91.04	71.16	21.87	50.34	40.58	0.09	25.49	78.87	75.01	19.04	86.49	15.39	58.89	65.30	98.05	63.89	84.17	60.31	10.05	33.93	80.16	2.51	99.00	63.04	33.21	98.79	48.40	65.02	44.03	44.49	76.55	6.12	58.65	22.38	9.97	25.50	85.32	62.56	32.29	69.85	71.75	23.84	28.69	44.45	37.35	35.00	90.76	47.50	69.38	30.41	78.99
62.51	7.33	57.28	56.95	51.56	9.19	17.65	55.98	76.00	61.59	24.78	92.36	90.55	1.98	21.10	24.15	10.72	28.00	44.28	49.10	59.63	89.28	94.64	4.73	29.27	10.50	95.42	7.29	47.31	23.75	64.71	66.51	45.77	11.05	63.95	48.70	64.06	18.06	23.74	96.68	18.79	22.38	78.37	62.04	6.50	22.22	50.05	88.04	2.79	41.22	98.18	93.47	59.18	73.12	99.28	80.71	65.38	37.76	51.55	82.87	50.45	99.75	20.02	6.35
37.84	2.52	39.45	56.28	2.01	26.93	72.54	28.09	33.86	26.37	88.37	81.14	36.35	90.21	13.20	65.75	14.04	68.53	85.49	60.73	31.81	5.03	80.09	64.77	38.54	4.77	90.04	54.10	16.77	50.49	69.12	7.83	44.73	1.88	54.57	99.34	2.52	99.67	81.75	69.16	17.56	29.92	90.22	45.68	95.09	91.46	53.24	94.11	10.79	43.49	77.88	37.75	5.00	23.12	48.67	98.36	29.31	40.81	29.91	60.96	34.10	0.67	10.02	48.94
73.93	4.10	1.73	80.89	45.31	17.23	62.94	58.48	96.41	75.81	12.18	92.31	84.32	82.34	91.76	47.30	41.72	78.13	68.37	91.54	75.56	95.91	65.40	46.28	78.34	76.27	99.52	19.02	36.36	78.46	58.56	69.83	48.00	16.98	66.04	60.85	32.59	91.15	93.40	69.36	82.47	25.87	93.54	64.21	32.59	46.76	64.13	48.54	36.39	70.17	23.20	57.79	53.86	24.67	64.92	92.82	77.27	38.28	82.05	80.31	45.00	73.73	72.55	14.45
82.27	92.99	28.80	89.04	12.62	48.21	88.76	58.08	40.59	93.05	98.76	47.94	12.94	48.05	92.41	44.25	62.16	85.12	80.71	45.90	69.06	27.76	92.79	52.23	66.01	42.13	46.28	46.18	50.18	79.12	62.96	36.04	82.09	96.87	51.75	99.18	59.17	4.70	58.56	81.96	93.55	24.22	16.20	45.65	96.14	84.06	81.76	79.85	43.07	46.08	96.02	85.66	87.48	67.52	91.56	89.41	12.71	98.93	93.38	60.67	20.28	63.42	21.59	88.98
37.80	71.02	62.32	53.69	49.85	93.35	14.96	42.03	25.38	55.10	8.77	73.10	91.06	65.89	25.47	38.14	60.27	11.27	5.69	9.57	23.21	27.90	12.32	6.86	2.93	44.92	41.22	8.61	71.14	81.83	4.64	90.80	45.42	66.00	66.56	79.15	11.92	81.54	45.06	32.86	99.70	62.08	74.04	34.11	75.71	47.94	39.57	47.52	59.96	31.29	87.36	45.65	8.89	91.20	62.55	88.21	22.76	50.39	78.32	25.75	15.43	72.68	7.08	27.65
0.38	15.87	68.07	13.82	35.70	39.01	48.68	93.64	45.82	28.67	88.66	13.71	31.64	87.68	96.66	5.09	35.27	46.52	50.71	68.33	69.84	39.52	32.68	95.02	53.73	22.73	93.84	96.21	99.18	38.42	42.19	38.27	83.65	11.72	77.82	80.68	0.76	70.84	11.40	92.59	67.65	66.04	77.83	58.81	19.46	18.30	5.85	42.14	32.80	80.12	1.22	6.15	26.01	2.22	91.93	0.98	72.24	71.08	47.95	68.76	15.75	76.18	93.25	97.50
92.67	70.85	58.88	50.35	70.07	41.97	0.73	82.49	3.14	77.62	50.72	25.04	14.64	48.17	96.04	84.11	12.04	33.69	38.60	49.64	7.37	89.41	44.93	38.19	84.93	5.20	4.72	30.59	98.38	79.41	77.45	17.66	31.89	59.04	92.56	0.17	36.61	8.22	83.55	31.55	70.89	30.70	32.72	57.32	9.86	71.01	40.97	73.24	44.99	75.28	59.56	56.06	39.25	14.33	89.01	6.26	16.15	69.31	77.04	43.55	21.03	2.46	39.87	11.66
57.08	89.19	20.47	80.30	34.93	45.31	63.57	56.72	63.50	49.93	95.66	89.66	4.91	59.44	38.26	29.91	6.88	35.18	46.67	78.95	63.12	86.24	50.85	57.62	63.64	19.07	55.58	10.99	39.69	98.97	96.74	13.51	15.32	70.37	53.17	15.85	34.13	32.87	58.68	2.59	75.04	19.05	66.58	9.18	71.16	5.66	28.52	4.49	6.00	62.67	96.20	35.70	4.89	67.78	22.66	15.12	38.53	15.86	59.06	72.27	96.01	75.53	57.25	65.43
48.43	31.10	87.34	43.41	10.17	25.26	84.33	37.84	10.81	86.00	55.20	93.18	38.45	77.73	39.67	1.03	80.76	85.99	24.23	47.96	98.60	74.26	62.47	93.65	24.80	96.07	8.76	84.56	6.57	68.12	79.13	38.50	96.49	37.23	27.45	31.13	37.84	33.30	93.41	73.93	67.04	74.91	44.33	77.56	15.00	39.22	27.90	89.48	76.65	17.22	54.52	42.84	19.17	28.27	77.50	13.12	24.51	76.26	72.28	20.49	73.83	30.03	85.90	94.51
