6.16	47.65	73.65	87.26	13.75	21.61	10.15	68.97	76.74	64.57	21.81	53.86	75.26	5.55	1.48	57.88	37.59	39.10	87.19	89.49	71.96	66.05	26.48	78.54	29.25	75.02	35.44	21.39	37.68	57.05	39.92	70.78	65.87	58.71	98.84	73.76	85.26	86.82	81.47	50.77	55.97	10.56	44.81	88.08	17.78	95.35	93.47	99.31	63.14	44.84	76.72	16.99	94.49	1.52	10.18	25.63	75.53	26.92	10.70	68.44	9.13	64.29	49.37	0.73	58.34	15.40	22.14	98.28	42.81	76.25	52.40	14.96	63.70	83.30	50.81	2.88	28.68	61.96	27.75	70.49	71.28	0.98	6.44	79.94	46.96	85.78	63.40	2.85	76.81	20.06	41.27	24.90	67.37	45.37	31.50	29.76	66.46	97.43	4.80	55.03	74.05	92.30	78.24	41.06	97.33	84.19	44.63	41.16	46.95	78.96	35.49	91.96	73.59	41.30	93.80	73.78	53.04	45.79	42.57	68.75	58.17	47.36	17.52	44.70	37.97	61.64	83.32	39.80
60.63	75.09	48.49	18.59	10.57	64.08	57.35	53.84	19.78	38.53	0.90	27.37	8.00	35.29	35.69	98.58	61.42	29.46	2.74	70.43	31.28	71.57	37.80	57.79	50.19	52.51	86.87	27.00	94.06	48.01	74.41	97.76	9.89	7.99	50.04	65.01	75.59	20.70	35.72	9.15	86.70	98.60	72.29	88.26	82.18	7.51	37.73	81.76	18.90	8.79	52.29	99.84	82.88	10.94	84.34	98.19	19.85	16.52	51.07	79.42	29.70	55.23	80.14	22.27	26.16	30.63	74.03	64.72	81.33	13.40	61.26	2.55	42.65	72.42	64.63	42.82	17.30	88.97	59.50	32.09	28.71	36.84	4.02	6.93	51.84	34.41	12.81	59.17	24.82	46.02	0.26	7.20	32.98	82.56	54.06	20.91	21.80	61.50	44.99	21.88	6.48	66.57	70.68	52.06	59.57	83.45	94.95	82.84	85.47	73.39	55.65	26.47	77.02	28.94	50.14	89.64	72.52	53.24	71.11	0.62	47.32	79.41	24.93	58.27	75.44	64.42	88.13	74.94
29.76	61.69	28.76	97.06	49.70	76.57	14.40	54.38	94.32	36.01	24.18	28.48	89.72	83.74	73.57	39.97	0.10	68.49	10.97	6.10	80.66	78.54	13.06	26.07	47.89	75.51	27.60	73.66	42.18	50.57	91.34	61.22	93.28	76.68	11.26	10.53	51.94	34.44	79.70	91.99	38.04	87.75	37.16	13.98	6.60	90.36	35.03	80.90	24.44	23.37	39.43	82.10	80.30	91.28	71.96	38.77	91.84	1.71	60.78	88.22	20.56	35.94	54.41	47.04	71.15	72.68	77.37	72.97	6.52	62.01	60.90	1.15	11.56	71.35	38.36	89.53	21.18	43.80	79.42	21.47	1.17	50.27	84.90	42.31	42.44	83.80	23.17	14.12	19.75	68.38	93.73	77.32	33.67	29.25	58.85	88.32	73.30	70.26	31.04	37.94	64.34	51.39	6.42	24.93	93.87	51.83	47.56	67.97	57.14	34.07	4.49	75.44	81.50	2.55	43.43	59.37	20.67	89.30	32.64	5.38	91.74	47.76	15.46	83.21	95.11	51.16	36.79	27.38
56.65	49.98	80.71	61.10	85.14	89.86	88.48	81.69	25.42	18.11	83.49	23.09	9.70	73.00	25.32	7.12	44.17	5.68	30.50	87.17	64.06	16.58	42.02	66.98	43.36	97.97	97.40	78.74	19.94	45.63	32.59	55.86	98.19	16.67	63.36	71.45	31.12	91.85	90.51	47.63	92.01	48.65	5.87	25.76	8.40	12.40	18.25	16.02	3.87	3.13	84.44	27.30	96.90	49.02	81.00	20.27	71.05	69.52	25.28	29.07	89.95	5.00	17.62	31.55	79.90	33.62	57.17	19.19	27.44	93.83	78.61	8.89	45.90	56.61	85.37	4.57	95.25	75.43	89.92	13.69	84.63	68.14	78.51	17.56	75.86	3.07	9.96	13.75	95.65	2.39	12.19	65.79	99.71	55.45	39.39	53.58	53.65	2.91	89.90	89.13	59.55	8.96	68.41	79.23	20.80	29.16	70.24	46.14	78.26	29.06	78.89	48.60	63.89	99.74	47.06	46.42	64.26	5.91	73.17	57.92	85.47	87.34	82.99	13.16	69.58	35.20	51.01	78.90
18.81	50.20	78.30	68.90	87.76	26.91	94.63	11.25	79.25	0.87	12.60	13.56	14.66	33.12	9.81	38.22	44.45	61.21	49.50	27.27	95.70	58.99	42.73	9.35	54.54	76.01	28.13	19.73	71.11	84.30	76.74	91.42	3.34	18.88	97.57	40.02	73.02	2.43	81.05	84.86	74.70	22.97	44.27	89.15	9.38	2.25	29.08	50.70	82.59	24.97	98.46	55.32	45.04	34.47	91.08	3.25	76.36	81.34	67.51	86.14	11.61	75.02	26.97	83.38	31.50	23.11	91.39	44.84	64.52	59.84	44.22	63.47	79.08	62.10	16.77	13.49	68.82	29.56	16.26	84.20	67.28	75.55	95.49	16.11	5.12	54.22	83.46	75.90	39.33	32.15	98.10	90.78	16.34	77.95	48.81	28.23	37.49	32.53	28.86	3.05	45.50	19.33	18.39	31.11	2.07	72.36	79.31	78.64	76.46	88.78	86.93	87.56	87.85	71.52	71.86	61.60	7.43	82.48	37.39	41.33	89.25	81.84	95.76	91.45	43.94	10.82	13.21	85.12
21.53	30.70	80.24	28.13	82.64	91.53	45.73	62.36	55.88	56.87	74.41	30.65	60.26	93.64	12.91	58.39	15.49	13.02	5.16	60.18	63.42	51.40	66.80	43.35	21.09	4.85	73.17	25.87	25.99	83.89	38.05	47.43	13.01	19.11	5.93	57.82	21.99	97.38	59.91	3.50	6.12	40.85	44.52	65.24	9.26	73.19	7.67	74.17	97.25	5.76	58.62	48.87	64.15	75.66	38.80	78.37	66.26	1.08	46.53	62.92	11.50	94.16	31.46	65.35	65.67	13.37	27.29	41.37	33.14	71.13	83.12	1.00	0.25	65.61	67.68	65.58	27.84	6.17	4.26	44.42	62.51	56.93	24.73	11.40	56.28	25.06	49.94	5.03	48.02	12.78	15.22	25.40	1.92	6.67	40.32	89.84	36.69	50.80	22.03	56.71	75.08	76.98	79.78	0.89	8.00	89.70	36.47	34.04	97.39	44.40	31.81	11.96	48.72	61.84	75.26	33.90	82.58	95.28	28.45	1.77	25.24	83.97	66.32	93.11	0.58	92.54	61.68	53.26
33.66	63.02	9.62	43.53	93.69	17.33	16.56	58.81	90.17	26.53	75.38	23.88	30.38	6.14	37.76	93.89	53.67	9.05	16.66	47.26	77.07	88.06	16.79	86.23	21.47	93.09	33.13	7.26	1.32	84.32	7.55	69.46	78.45	51.93	98.90	32.23	14.74	72.31	68.61	19.08	51.27	48.69	88.90	94.40	37.91	76.13	40.61	29.53	4.50	78.48	74.58	9.04	77.42	76.94	45.31	35.11	35.83	11.39	33.47	15.23	65.37	23.45	30.14	93.60	85.48	42.57	41.09	59.09	70.38	60.10	47.64	84.79	70.17	7.52	69.67	25.93	31.98	68.23	61.48	92.03	82.57	63.83	36.54	98.62	98.87	72.11	5.66	48.34	55.79	17.45	15.73	42.53	44.91	62.21	86.06	50.67	77.56	91.59	12.80	72.25	55.26	53.76	54.30	93.37	53.13	62.54	11.20	55.04	71.40	38.99	60.01	94.08	23.51	45.66	26.56	98.54	99.57	30.81	29.66	42.32	40.61	55.04	60.69	40.13	38.45	93.76	57.52	84.99
95.00	91.70	88.02	54.33	84.25	18.29	49.55	4.34	92.80	30.30	92.69	30.61	57.86	43.34	52.83	77.79	56.55	75.70	96.75	12.43	41.26	13.11	41.80	17.85	72.83	9.83	96.08	6.17	98.99	81.12	64.70	99.63	53.81	25.96	21.55	47.88	55.45	11.60	94.79	86.99	62.74	56.04	19.57	20.19	15.61	9.13	47.03	32.41	81.37	62.16	76.09	5.98	49.44	84.53	84.39	16.58	91.13	57.66	76.91	83.23	19.24	92.98	73.16	44.09	31.68	10.86	60.94	87.67	18.86	15.81	71.38	30.50	76.81	16.96	35.34	23.50	81.26	50.88	49.38	30.12	27.20	96.55	93.93	0.28	32.26	28.51	98.00	11.34	0.94	86.73	49.04	99.47	44.42	77.73	18.20	63.66	77.88	92.77	80.55	90.46	46.60	20.72	36.20	72.52	14.19	73.62	7.55	17.22	2.55	10.17	0.63	18.79	3.12	58.12	66.46	55.38	79.55	89.42	0.26	98.47	83.99	26.14	42.99	80.92	23.85	99.70	58.49	7.58
21.12	12.12	38.47	8.62	20.49	55.97	88.22	39.03	16.96	18.54	10.33	43.12	2.40	52.82	73.24	29.36	8.93	75.85	27.54	57.60	6.24	55.76	12.64	80.46	40.25	50.89	86.87	47.01	63.38	23.72	39.02	22.43	55.09	45.78	87.35	26.06	76.46	1.74	21.94	48.84	81.63	94.73	65.09	35.99	40.45	19.11	51.72	82.26	52.96	93.61	87.88	41.35	99.08	44.04	55.65	29.56	64.99	90.15	61.45	67.78	79.06	85.64	40.33	89.88	42.80	80.22	69.06	45.14	54.81	9.90	6.01	14.48	45.77	94.71	45.47	50.93	45.46	12.04	3.54	90.81	64.09	65.40	48.91	92.16	73.97	90.32	55.73	36.11	99.13	98.13	22.52	61.83	94.42	17.18	98.33	70.13	8.24	85.50	71.61	4.88	65.14	24.99	82.10	18.01	6.32	83.22	64.48	2.90	41.35	37.79	5.10	66.76	30.35	32.73	97.32	11.05	63.62	10.91	62.33	70.32	28.66	17.86	38.27	34.19	91.46	96.87	7.73	5.80
7.07	12.62	99.61	54.29	81.54	45.78	54.52	12.05	83.80	67.53	26.36	48.33	74.30	36.09	99.01	31.02	75.74	63.62	87.39	77.34	71.08	83.76	95.52	45.55	85.83	54.67	29.39	93.28	62.83	49.26	78.00	45.36	74.79	62.66	69.21	26.52	63.57	53.43	55.76	13.59	61.89	96.26	67.82	70.73	25.12	14.37	94.76	53.16	31.71	53.09	29.31	77.60	6.95	42.72	41.30	41.27	53.31	72.45	59.35	37.74	71.71	27.95	24.61	16.69	99.62	77.77	76.96	70.79	53.16	68.11	29.02	59.87	77.50	42.04	76.63	83.08	85.97	93.73	23.04	89.80	44.53	97.82	0.53	99.90	14.97	28.80	17.50	39.97	30.96	37.56	19.30	24.49	48.44	7.36	74.20	46.34	76.07	26.29	32.00	21.81	77.68	65.82	51.37	57.15	88.31	47.63	62.53	42.87	5.60	34.30	9.73	98.95	31.02	12.86	52.29	8.40	38.26	89.77	6.11	92.03	94.44	52.21	21.15	60.40	4.22	40.44	90.05	76.04
13.80	85.03	78.06	83.90	59.52	73.80	75.10	71.29	35.80	70.67	19.46	39.93	36.31	62.68	58.80	18.62	31.47	5.35	89.87	40.87	88.73	71.07	54.20	46.51	59.61	58.92	72.40	27.84	14.16	31.50	11.61	44.35	70.52	90.75	81.50	56.89	55.46	41.46	80.60	15.16	33.46	81.93	75.49	81.71	18.21	39.13	40.53	84.34	15.94	81.29	8.35	21.90	32.30	24.61	66.68	94.98	25.55	69.60	98.05	81.29	78.05	58.13	40.85	27.54	72.15	81.98	4.87	86.88	23.69	75.25	90.01	13.66	26.21	41.37	26.19	39.96	11.27	97.45	69.96	29.81	64.26	84.99	43.97	21.60	74.80	22.58	92.41	36.91	74.96	48.48	4.82	6.75	80.18	99.13	79.68	26.96	26.55	39.13	55.37	84.79	52.82	75.67	84.85	30.14	76.71	33.54	17.64	65.10	40.70	50.32	37.62	47.74	18.35	84.86	15.91	85.23	5.08	2.97	67.36	5.46	64.07	40.10	77.83	34.35	56.84	57.79	86.81	43.16
95.68	95.59	38.95	36.33	96.19	52.78	25.73	44.35	42.96	21.55	39.42	58.75	68.86	39.06	39.73	20.50	45.48	45.14	29.24	92.82	72.58	11.91	82.84	58.47	88.60	8.54	0.49	58.74	49.98	21.57	59.37	45.10	82.33	3.80	52.01	73.31	84.53	55.87	46.08	4.09	90.20	36.44	87.44	94.96	93.88	64.16	6.49	13.73	79.99	97.22	55.61	43.39	60.91	93.16	48.81	15.30	53.61	30.79	12.77	39.14	17.88	74.75	48.90	44.52	0.40	44.30	38.77	22.89	73.44	75.02	15.14	3.17	96.74	2.48	59.02	90.35	97.24	55.88	81.45	49.36	59.02	12.49	13.63	74.71	30.46	13.56	90.04	42.70	78.42	92.10	94.78	19.62	1.45	99.01	37.58	60.48	83.20	40.94	33.03	35.74	35.05	13.80	58.20	63.14	64.59	15.86	37.26	33.66	33.05	39.00	28.53	49.52	3.55	33.53	83.20	51.65	72.19	83.71	71.73	5.93	19.14	67.30	51.06	51.58	13.24	4.57	22.35	73.41
30.45	95.99	77.60	24.28	31.06	99.88	11.34	84.58	30.08	40.07	64.20	43.93	42.17	48.50	96.63	35.74	10.97	70.92	60.60	34.18	40.33	4.37	66.33	7.54	4.74	59.43	37.98	79.75	39.13	91.11	60.13	79.09	28.58	23.62	17.66	91.77	49.03	25.95	74.61	73.28	3.75	3.99	47.87	16.40	83.75	67.05	13.12	30.16	94.50	32.06	23.25	4.34	95.86	65.59	72.25	54.27	62.57	1.01	72.24	5.05	37.65	99.67	20.23	48.93	4.08	10.31	35.34	69.77	22.73	91.47	0.07	47.38	80.19	1.80	66.48	42.87	10.21	78.64	56.78	8.92	74.25	42.43	48.58	81.91	69.42	81.40	61.27	33.20	50.90	69.17	43.79	53.95	89.46	3.64	52.19	69.10	38.70	60.03	85.85	25.98	58.13	84.38	84.54	41.47	71.82	80.93	55.93	36.92	31.88	36.81	47.39	23.93	59.66	79.77	40.36	20.83	48.52	95.36	29.79	54.97	81.72	30.54	90.08	46.63	50.68	4.84	44.38	26.77
79.45	83.34	52.78	38.39	49.44	88.65	55.24	64.66	51.37	77.57	39.63	3.13	90.80	50.09	53.94	37.11	3.88	65.13	84.14	6.49	29.99	0.18	61.38	64.99	12.41	21.87	83.47	7.51	67.06	90.27	79.90	0.13	57.71	65.26	47.31	76.59	5.48	76.69	5.69	89.65	54.36	0.27	5.56	11.36	35.27	2.20	37.72	99.96	98.26	44.90	69.46	77.91	66.26	31.36	76.66	26.49	2.41	30.09	8.54	55.61	55.71	59.25	65.43	67.53	90.42	75.93	48.36	48.92	34.38	49.29	75.93	77.18	87.57	84.05	34.00	53.25	75.91	85.92	30.37	55.62	39.59	5.71	88.70	33.38	29.78	18.12	37.40	18.53	90.77	20.64	88.07	85.48	16.65	35.94	59.98	51.28	0.56	38.43	92.46	53.39	12.26	72.50	86.84	80.48	90.77	96.91	54.39	14.04	0.30	20.40	89.06	5.95	98.92	59.33	69.49	79.98	41.16	0.87	83.86	57.36	51.12	88.08	64.58	57.95	86.88	15.97	9.18	8.70
33.24	53.29	19.48	2.40	1.92	81.16	57.39	36.93	23.22	44.50	16.41	66.02	70.30	99.28	46.14	54.60	33.71	87.44	77.79	75.58	8.10	78.62	93.09	62.20	37.93	63.46	57.01	74.35	34.65	40.58	50.08	82.72	78.62	9.85	30.20	70.91	96.01	70.14	9.10	88.92	0.07	76.25	36.31	75.59	7.32	98.07	82.84	41.98	42.90	72.91	70.57	77.21	70.97	42.19	72.66	49.04	46.77	50.15	88.28	89.57	82.62	1.54	23.80	0.82	46.09	87.06	9.07	40.85	36.38	21.79	61.63	50.01	23.46	3.17	69.35	67.96	31.54	3.11	88.54	4.40	83.35	54.48	55.61	19.00	63.12	79.61	98.50	64.68	20.03	50.45	86.39	27.98	57.07	20.25	81.80	4.75	42.51	64.83	72.24	11.21	18.68	52.25	10.31	18.37	60.72	98.13	96.30	72.95	81.75	81.70	81.53	27.38	58.14	19.69	47.56	51.90	51.24	13.11	59.70	22.97	60.48	44.24	81.80	26.46	13.48	43.24	57.92	90.47
95.65	43.21	35.39	14.06	46.52	58.55	14.52	37.18	36.79	39.10	39.04	77.66	97.31	43.54	21.12	83.27	87.82	98.46	21.99	2.24	81.25	7.17	69.68	42.22	63.25	60.35	9.72	71.85	54.67	32.06	54.81	34.18	57.91	77.60	21.76	73.95	24.63	30.96	79.46	59.53	94.35	74.58	40.51	77.64	7.44	90.93	38.69	2.45	86.71	55.64	34.83	74.89	83.36	30.15	66.70	71.31	30.64	65.11	41.10	93.25	90.25	39.47	77.45	39.35	11.29	60.25	48.16	91.71	66.69	29.00	45.95	9.10	1.46	34.08	46.08	35.83	92.19	45.12	52.99	56.89	3.03	2.72	61.89	41.40	91.01	86.60	2.22	27.18	62.32	79.92	88.64	20.17	26.36	59.94	77.95	52.02	28.49	80.50	12.48	55.82	1.50	3.67	79.48	53.63	70.96	81.14	53.01	48.03	8.13	29.49	35.04	51.57	50.55	99.36	61.92	89.44	41.09	60.00	25.27	30.91	5.51	78.35	45.23	23.97	81.27	60.79	92.54	82.37
53.14	65.17	65.79	60.47	99.11	76.93	6.85	84.48	0.05	18.87	66.11	26.41	50.35	79.91	23.35	92.97	69.12	8.34	9.16	70.08	90.87	48.16	96.54	94.40	91.13	30.87	58.56	30.80	54.90	31.23	82.35	29.08	77.83	67.74	33.40	18.07	50.36	93.15	41.18	72.53	63.54	42.26	86.92	10.99	25.43	94.27	36.10	88.80	52.30	50.67	18.30	86.93	41.54	40.32	78.69	13.97	19.18	9.48	53.75	65.84	3.55	48.15	24.44	44.96	51.40	26.27	45.17	40.75	36.90	14.74	42.92	22.56	39.99	83.07	70.17	98.25	56.43	9.32	67.99	0.07	42.34	80.67	39.59	65.23	12.69	61.14	94.02	72.04	56.03	51.92	98.02	30.36	71.88	24.25	62.75	2.07	3.46	90.76	13.22	82.59	16.54	36.49	81.24	85.84	67.31	17.99	28.88	74.11	71.93	66.47	49.51	27.02	30.77	14.78	17.59	89.55	45.26	54.64	41.61	77.16	7.82	36.30	6.68	9.63	33.20	85.96	35.91	78.41
